"beta_1_MB","beta_1_MF","beta_2","alpha","pers","w","sub","group","condition","age","cond_order"
1.13945129032506,0.988166729320715,3.63133199546937,0.686631414516273,0.809477257616591,0.535552566204889,2,"HC","NT",34,"NTfirst"
0.633295794292718,3.01296879241032,2.67050360238966,0.921136510881173,0.299055428468075,0.173683444860853,3,"HC","NT",24,"BIDfirst"
0.825483166872097,3.94442360916272,2.69474318600951,0.740184569077643,0.951689265208141,0.173060649952223,6,"HC","NT",27,"NTfirst"
0.158137800546793,0.635991578120156,0.526361341341701,0.161532914037559,0.304610390609303,0.199133547750429,11,"HC","NT",26,"BIDfirst"
0.511340330839887,1.45999792170889,1.77485899136116,0.589012198453542,0.536565234678796,0.25938741369157,12,"HC","NT",35,"BIDfirst"
0.376112665822857,2.92291650538936,3.52207238140924,0.753353908819216,0.393003349290933,0.114007074900964,13,"HC","NT",26,"BIDfirst"
0.504250867242868,0.672490286316139,3.54544031793497,0.400965522028569,0.912093183356155,0.428514687123656,18,"HC","NT",30,"NTfirst"
0.169174395566066,0.169964628507276,0.604039728494514,0.744529460722843,0.328687841349469,0.498834942479166,23,"HC","NT",22,"BIDfirst"
0.518533667251875,2.43403153814608,3.41777445768053,0.719270289223004,0.464137301533747,0.175621410935778,25,"HC","NT",27,"BIDfirst"
0.647140190872265,3.04291053688392,2.33488908715872,0.48646107649375,0.922561004846176,0.175374334559832,26,"HC","NT",29,"BIDfirst"
1.92334362828653,0.269217326192035,4.69420939763196,0.85913314658385,0.432615397820315,0.877213299068321,28,"HC","NT",22,"BIDfirst"
0.187282204508184,0.405087292589523,1.876542748679,0.270645956660054,0.815649403507209,0.316157745167106,29,"HC","NT",22,"NTfirst"
0.611067960950927,3.43965888306573,3.18137616047866,0.859369336281814,0.939742287477111,0.150853904615547,30,"HC","NT",32,"NTfirst"
0.522709302516417,3.11429516011143,2.23562974707358,0.766507988406772,0.547838716400858,0.143719730863004,35,"HC","NT",30,"NTfirst"
1.14233411711639,3.54988397810956,0.742403414834683,0.749757472590965,0.766893077059369,0.243452903069158,37,"HC","NT",21,"NTfirst"
0.373335090932431,0.977052263438316,4.68996398572578,0.917683077731166,0.477455788280148,0.276465185877275,40,"HC","NT",28,"BIDfirst"
0.828502362141539,1.1527172276213,1.80312380346775,0.766265726661599,0.603144587214827,0.41817795787125,41,"HC","NT",27,"NTfirst"
0.408148638823811,1.60888342183585,2.25804377408763,0.877759125309364,-0.0649582830640079,0.202351091380435,42,"HC","NT",23,"BIDfirst"
1.28718355940486,0.306524528389592,2.50768413348778,0.268251058288521,1.02456696632462,0.807665826171596,43,"HC","NT",21,"BIDfirst"
0.122463310430703,0.197628889691701,0.763099004789486,0.0994773080320248,0.106572641493651,0.382587611893926,47,"HC","NT",26,"NTfirst"
0.157615335327313,0.266181043468537,1.03457774072009,0.117894515481309,1.70775065708294,0.371912888390296,48,"HC","NT",24,"BIDfirst"
0.542053639981291,3.60531894090005,3.24060694263519,0.908990112063273,0.254830655744212,0.130698081595096,49,"HC","NT",26,"NTfirst"
0.663482481610024,2.0832795804614,2.16192241242213,0.418817820659004,1.09386345482232,0.241550766544981,50,"HC","NT",25,"BIDfirst"
0.422971288405338,1.29551914078281,0.416582447143053,0.144475866015127,0.269941521811592,0.246129557209788,54,"HC","NT",23,"NTfirst"
0.46607871801043,1.41357608707243,1.92133079208196,0.367487794234441,1.30340956083318,0.247959740666257,61,"HC","NT",37,"NTfirst"
1.81674109631956,0.734106005950951,3.86038446194321,0.372765532436601,0.783036471657545,0.712210894452465,65,"HC","NT",25,"BIDfirst"
0.483688264093482,0.754579541287189,2.35554656340803,0.501429795091464,1.35837591540186,0.390616845557723,66,"HC","NT",22,"BIDfirst"
0.837587172986189,3.51362545913587,3.60604249204008,0.919688972317779,0.507667085794449,0.192495114305114,67,"HC","NT",34,"NTfirst"
1.53321645427103,0.587655093984717,2.66322586520641,0.325905745447752,0.811970609620217,0.722918111439602,71,"HC","NT",23,"BIDfirst"
0.991160634610875,0.30101584042899,3.00274442668538,0.685138880778765,0.317327615307135,0.7670474225127,72,"HC","NT",21,"BIDfirst"
0.551798203113029,2.39917346287452,4.76716015953291,0.763090185708835,0.605296566582154,0.186988648340128,74,"HC","NT",23,"BIDfirst"
1.03855204443206,0.605449871571281,2.33083220563764,0.438926082752861,0.841433390510622,0.631721918522357,76,"HC","NT",20,"NTfirst"
0.18241137336144,1.14867224308475,1.04342744498076,0.316177173060338,0.573501844293362,0.137039755510216,78,"HC","NT",24,"NTfirst"
0.570024834273781,1.15923411282337,2.12032818552098,0.147432961043709,1.08601835551973,0.329635324559495,80,"HC","NT",32,"NTfirst"
0.314022221902675,0.292009103549998,1.36564276331538,0.631252757401567,0.817037289595705,0.518161700087231,83,"HC","NT",22,"NTfirst"
0.402069180197499,1.27605165276244,1.71631683887948,0.22655078739853,1.39280783859904,0.239594892275017,84,"HC","NT",35,"BIDfirst"
