"beta_1_MB","beta_1_MF","beta_2","alpha","pers","w","sub","group","condition","age","cond_order"
0.617109008975817,1.32334151667966,3.58911775366436,0.670870336815542,0.91407924150421,0.318023572782079,2,"HC","NT",34,"NTfirst"
0.32906500202184,3.39469418589792,2.66271051359852,0.912621103276972,0.346342194682974,0.0883690339293044,3,"HC","NT",24,"BIDfirst"
0.453343513556953,4.52278797851971,2.65167256406767,0.72726168055343,0.985911951665864,0.0911036041307986,6,"HC","NT",27,"NTfirst"
0.141792922035313,0.63179636078139,0.519045239020432,0.159460847987174,0.348706779461748,0.183292252342268,11,"HC","NT",26,"BIDfirst"
0.396596375587803,1.60376026606478,1.7962984584086,0.598949565149032,0.596614458845824,0.198262833401626,12,"HC","NT",35,"BIDfirst"
0.238782780640036,3.1879775334748,3.53261309635359,0.759317293446802,0.417326538611928,0.0696817865131941,13,"HC","NT",26,"BIDfirst"
0.342003567768297,0.727326501999511,3.4728965510226,0.391699868449863,1.02651885569084,0.319829748959139,18,"HC","NT",30,"NTfirst"
0.126653472502143,0.18473109784075,0.593243693885998,0.734139706057805,0.382304669808201,0.406742930013115,23,"HC","NT",22,"BIDfirst"
0.337920682495254,2.65727129209807,3.39771545681259,0.714425441087004,0.498341475598761,0.112821042978768,25,"HC","NT",27,"BIDfirst"
0.502637262838026,3.37590781123635,2.36745539769165,0.495011738344122,0.989629707222694,0.129594281679963,26,"HC","NT",29,"BIDfirst"
1.76903545160025,0.579344905167871,4.94600217641606,0.9091410471901,0.738061695753942,0.75330022519641,28,"HC","NT",22,"BIDfirst"
0.153539383140947,0.410106221443436,1.86922562863391,0.267635644952263,0.867907075107322,0.272404116863756,29,"HC","NT",22,"NTfirst"
0.437261420347083,3.89523722829001,3.18154997977695,0.86074560507203,0.987412756879873,0.100925921923746,30,"HC","NT",32,"NTfirst"
0.264778791355891,3.37074529592879,2.22727560290568,0.750970737277195,0.573305085218362,0.0728309825485575,35,"HC","NT",30,"NTfirst"
0.754972738935419,4.22169188757382,0.724144093665869,0.73791581563052,0.823571684287626,0.151702554942903,37,"HC","NT",21,"NTfirst"
0.176088274054859,1.14467255344421,4.71476828119796,0.915458081788052,0.532716579748471,0.133323362102048,40,"HC","NT",28,"BIDfirst"
0.592680020936535,1.51119330340103,1.81642196982454,0.7836120716707,0.69610039609196,0.281708986030871,41,"HC","NT",27,"NTfirst"
0.327792177009039,1.78507212610838,2.27235769901408,0.879679795562473,-0.0352107829891881,0.155141140169484,42,"HC","NT",23,"BIDfirst"
0.995348900892254,0.386829966087747,2.51356068891162,0.269504061238982,1.28633207421452,0.72013031357298,43,"HC","NT",21,"BIDfirst"
0.114546560137632,0.200585654928792,0.755535803585616,0.0966607217349309,0.131990908188971,0.363487306791175,47,"HC","NT",26,"NTfirst"
0.127450598288337,0.250513833648312,1.00234095871154,0.11205254847046,1.78965380116561,0.337202624160411,48,"HC","NT",24,"BIDfirst"
0.315086418507093,3.98207452752471,3.24340907298524,0.909971393503451,0.335860897083775,0.0733243233065445,49,"HC","NT",26,"NTfirst"
0.451602399213266,2.24126621040938,2.18768736429636,0.422947811043495,1.18589182977525,0.167703094610527,50,"HC","NT",25,"BIDfirst"
0.372714990930303,1.30106326351623,0.407278134596377,0.143523014014758,0.316008854064034,0.222678834511175,54,"HC","NT",23,"NTfirst"
0.316355848623394,1.4770462245571,1.92111858745763,0.368612817155044,1.39434159087686,0.176399845497198,61,"HC","NT",37,"NTfirst"
1.49778065437287,1.06253649718044,4.09533991353674,0.38962356560629,0.985138174908751,0.584998094265075,65,"HC","NT",25,"BIDfirst"
0.29426373839302,0.82320323674814,2.33108561420818,0.493234500817068,1.47407963678842,0.26333103790906,66,"HC","NT",22,"BIDfirst"
0.374492204136663,4.03571575324474,3.60350501587862,0.91491482508668,0.582391022136863,0.0849148629170361,67,"HC","NT",34,"NTfirst"
1.13889998367419,0.769198951868606,2.69274551416286,0.32981752103704,1.012708271534,0.596876798398406,71,"HC","NT",23,"BIDfirst"
1.21829869051425,0.492683439201276,3.28163211656838,0.781231330656992,0.464594866136349,0.712046414369511,72,"HC","NT",21,"BIDfirst"
0.362763577812253,2.65685260618725,4.84360156016464,0.767264062943535,0.660990616710575,0.120135658211956,74,"HC","NT",23,"BIDfirst"
0.820086224227665,0.739710387033573,2.36911108659396,0.446921207296616,1.00335637124902,0.52576484543363,76,"HC","NT",20,"NTfirst"
0.138370331599868,1.09944825775582,1.01651804772799,0.29513781674935,0.628451633306851,0.111785630616432,78,"HC","NT",24,"NTfirst"
0.425031975235904,1.21481814348677,2.12347671202076,0.147525031517412,1.19009032546139,0.259189526154362,80,"HC","NT",32,"NTfirst"
0.199238531832422,0.316556263676258,1.3564920831107,0.614848030765658,0.905433510496601,0.386274800690712,83,"HC","NT",22,"NTfirst"
0.310217541997157,1.27162101491283,1.69786615316631,0.22442468863542,1.49903487872977,0.196112011963563,84,"HC","NT",35,"BIDfirst"
